locationid,stateabbr,locationname,totalpopulation,High blood pressure,Current smoking,Diabetes,Physical inactivity,Obesity
27049,MN,Goodhue,48035,34.4,14.7,10.9,25.3,36.0
27051,MN,Grant,6139,36.9,16.6,12.7,26.7,39.7
27053,MN,Hennepin,1258713,28.7,11.1,8.1,18.9,27.1
27055,MN,Houston,18582,33.2,13.8,11.3,25.7,34.1
27057,MN,Hubbard,22132,35.2,14.2,13.3,24.4,35.4
27059,MN,Isanti,43182,31.9,16.2,10.5,24.8,32.8
27061,MN,Itasca,45365,37.8,16.0,13.7,25.4,36.0
27063,MN,Jackson,9919,35.3,14.1,11.7,25.2,35.8
27065,MN,Kanabec,16602,35.8,17.8,12.8,28.0,37.6
27067,MN,Kandiyohi,43813,33.4,14.4,12.3,25.4,40.6
27069,MN,Kittson,4060,36.9,14.3,12.5,25.9,34.0
27071,MN,Koochiching,11751,39.0,15.9,13.4,27.8,37.0
27073,MN,Lac qui Parle,6630,36.3,14.0,12.2,25.9,34.0
27075,MN,Lake,10855,35.8,15.1,12.5,25.5,35.4
27077,MN,Lake of the Woods,3778,37.2,15.3,12.9,25.8,36.2
27079,MN,Le Sueur,29255,32.8,14.3,10.9,22.4,35.3
27081,MN,Lincoln,5521,35.8,15.0,12.0,26.1,36.6
27083,MN,Lyon,25427,31.8,14.7,11.0,24.9,37.9
27085,MN,McLeod,36785,33.5,14.9,11.4,25.8,42.0
27087,MN,Mahnomen,5280,38.1,24.5,16.8,34.5,43.8
27089,MN,Marshall,8810,36.1,15.3,12.1,25.7,39.0
27091,MN,Martin,19657,35.1,15.6,13.0,28.7,36.3
27093,MN,Meeker,23490,34.2,15.6,12.2,26.1,37.1
27095,MN,Mille Lacs,27427,35.8,17.5,12.0,28.2,38.5
27097,MN,Morrison,34250,35.4,16.4,12.0,26.4,37.2
27099,MN,Mower,40058,33.2,15.8,11.8,28.6,37.9
27101,MN,Murray,8049,36.8,14.6,12.6,26.9,36.3
27103,MN,Nicollet,34242,29.5,13.7,9.8,23.2,33.2
27105,MN,Nobles,21727,33.0,16.7,13.5,33.7,38.6
27107,MN,Norman,6329,36.8,15.9,12.5,26.7,35.6
27109,MN,Olmsted,164784,30.1,11.2,9.5,21.3,36.4
27111,MN,Otter Tail,60626,33.5,15.3,12.1,25.9,34.3
27113,MN,Pennington,13714,34.2,15.4,11.2,24.8,40.2
27115,MN,Pine,30197,38.5,18.1,13.1,27.7,39.6
27117,MN,Pipestone,9245,36.3,16.5,12.7,28.0,38.5
27119,MN,Polk,30412,32.0,15.3,11.3,25.9,39.4
27121,MN,Pope,11400,36.8,14.6,12.2,25.1,38.9
27123,MN,Ramsey,536075,30.1,12.5,10.5,20.3,32.1
27125,MN,Red Lake,3911,35.6,15.5,12.0,26.6,38.6
27127,MN,Redwood,15288,35.1,16.3,12.8,26.2,36.5
27129,MN,Renville,14348,35.6,16.6,13.1,28.1,38.8
27131,MN,Rice,67948,31.8,13.9,10.1,25.5,37.5
27133,MN,Rock,9551,33.2,15.4,11.4,26.2,36.6
27135,MN,Roseau,15252,32.5,15.6,11.8,25.1,35.9
27137,MN,St. Louis,200514,32.1,15.2,11.2,23.5,35.2
27139,MN,Scott,155814,30.3,12.2,9.4,22.6,32.0
27141,MN,Sherburne,102206,28.7,14.2,9.0,23.2,39.0
27143,MN,Sibley,15084,34.0,15.7,11.5,27.4,38.8
27145,MN,Stearns,160977,30.1,14.0,10.1,23.1,36.0
27147,MN,Steele,37421,33.3,14.2,10.9,24.3,37.4
27149,MN,Stevens,9728,28.7,13.1,9.7,24.7,36.8
27151,MN,Swift,9719,37.9,16.6,13.2,28.2,38.4
27153,MN,Todd,25667,38.0,17.8,13.3,28.9,39.3
27155,MN,Traverse,3136,37.9,15.9,13.2,28.0,38.7
27157,MN,Wabasha,21683,33.6,13.9,11.6,23.8,37.5
27159,MN,Wadena,14241,34.9,17.2,12.7,29.3,38.4
27161,MN,Waseca,18981,32.4,15.4,11.4,26.4,39.1
27163,MN,Washington,278936,29.4,10.9,10.3,19.1,32.5
27165,MN,Watonwan,11077,34.5,14.9,12.9,29.5,36.8
27167,MN,Wilkin,6306,35.4,16.6,12.3,26.4,38.6
27169,MN,Winona,49721,30.0,13.0,9.8,22.5,33.8
27171,MN,Wright,151150,30.8,12.8,9.2,20.3,35.4
27173,MN,Yellow Medicine,9467,35.6,16.0,12.4,26.9,38.8
28001,MS,Adams,28746,51.7,20.2,20.6,41.6,41.2
28003,MS,Alcorn,34135,45.7,19.3,15.0,35.2,40.0
28005,MS,Amite,12442,52.4,20.4,20.6,41.5,45.0
28007,MS,Attala,17359,48.4,18.2,16.9,37.3,42.6
28009,MS,Benton,7438,48.3,19.4,17.4,36.7,42.4
28011,MS,Bolivar,28968,51.9,19.8,20.5,42.3,46.5
28013,MS,Calhoun,12685,49.0,20.1,18.2,37.6,41.1
28015,MS,Carroll,9535,50.1,19.4,18.6,38.9,40.0
28017,MS,Chickasaw,16866,47.8,19.9,18.4,38.9,43.3
28019,MS,Choctaw,8088,47.9,17.2,16.9,35.3,40.2
28021,MS,Claiborne,8617,51.2,18.7,20.4,41.5,47.8
28023,MS,Clarke,15228,49.5,19.0,17.8,35.7,38.6
28025,MS,Clay,18206,50.5,19.1,19.1,38.8,47.6
28027,MS,Coahoma,20077,53.4,21.1,21.8,42.8,46.4
28029,MS,Copiah,27664,48.6,17.8,18.2,37.3,41.8
28031,MS,Covington,18059,46.3,18.0,15.6,35.1,40.4
28033,MS,DeSoto,193247,40.0,13.9,12.4,27.9,37.3
28035,MS,Forrest,78208,39.5,15.2,13.1,29.8,35.8
28037,MS,Franklin,7610,50.3,20.0,18.5,38.2,40.4
28039,MS,George,25619,39.8,18.2,13.1,31.7,37.2
28041,MS,Greene,13601,43.1,19.2,14.0,33.7,41.9
28043,MS,Grenada,21065,48.2,18.5,17.6,37.0,46.1
28045,MS,Hancock,46159,43.3,15.7,14.3,31.2,37.3
28047,MS,Harrison,210612,42.3,16.3,14.1,35.0,36.5
28049,MS,Hinds,214870,47.9,15.9,17.0,34.7,44.0
28051,MS,Holmes,15777,55.3,22.4,23.3,45.0,50.7
28053,MS,Humphreys,7216,57.3,23.2,24.7,47.9,52.4
28055,MS,Issaquena,1256,46.1,21.6,16.4,41.0,45.3
28057,MS,Itawamba,24093,40.0,16.1,12.2,31.8,36.2
28059,MS,Jackson,146389,45.0,15.4,15.0,30.5,40.7
28061,MS,Jasper,16013,50.6,18.7,19.0,40.2,44.9
28063,MS,Jefferson,6941,57.1,21.5,23.6,45.0,51.5
28065,MS,Jefferson Davis,10969,54.8,20.0,21.8,41.6,45.4
28067,MS,Jones,66250,46.5,17.6,16.0,36.2,41.6
28069,MS,Kemper,8584,49.9,17.5,18.4,37.9,43.7
28071,MS,Lafayette,58467,34.1,12.9,10.9,26.6,34.4
28073,MS,Lamar,66217,40.5,14.8,12.4,29.4,38.7
28075,MS,Lauderdale,70527,47.5,18.5,16.7,35.7,42.1
28077,MS,Lawrence,11741,50.2,21.7,18.8,40.8,46.3
28079,MS,Leake,21258,47.9,19.3,17.0,38.1,42.8
28081,MS,Lee,82799,44.3,15.4,13.9,32.1,36.4
28083,MS,Leflore,26378,51.5,20.9,20.9,41.6,43.4
28085,MS,Lincoln,34702,45.3,18.0,15.7,34.9,40.5
28087,MS,Lowndes,57283,45.1,15.9,15.5,33.2,37.5
28089,MS,Madison,112511,40.3,12.0,12.4,26.3,36.3
28091,MS,Marion,24224,48.0,20.4,17.2,37.3,43.5
28093,MS,Marshall,34123,49.3,20.3,18.5,38.2,41.9
28095,MS,Monroe,33609,47.9,18.7,16.7,38.3,42.9
28097,MS,Montgomery,9600,51.2,19.4,19.6,40.1,43.5
28099,MS,Neshoba,28789,44.4,21.0,16.5,37.8,43.1
28101,MS,Newton,21019,44.6,18.4,15.7,34.3,40.9
28103,MS,Noxubee,9914,52.2,21.3,21.2,42.1,46.4
28105,MS,Oktibbeha,51203,34.6,12.4,10.9,27.5,34.5
28107,MS,Panola,32669,48.6,20.4,18.4,39.7,46.3
28109,MS,Pearl River,57978,42.8,17.6,14.4,33.0,38.0
28111,MS,Perry,11315,46.7,19.5,16.2,36.3,43.7
28113,MS,Pike,39394,50.2,20.3,18.9,38.7,46.0
28115,MS,Pontotoc,31535,42.0,17.7,13.8,34.2,38.9
28117,MS,Prentiss,25135,41.9,17.5,13.9,34.0,40.5
28119,MS,Quitman,5546,54.8,23.2,22.8,45.1,51.2
28121,MS,Rankin,160417,40.7,13.1,12.1,27.2,36.6
28123,MS,Scott,27507,46.7,20.6,18.3,40.9,43.4
28125,MS,Sharkey,3336,58.4,22.8,25.2,46.6,50.3
28127,MS,Simpson,25715,46.2,18.1,16.2,35.1,40.2
28129,MS,Smith,14099,48.5,19.8,16.9,37.6,43.6
28131,MS,Stone,18756,43.0,17.1,14.0,33.2,41.0
28133,MS,Sunflower,24468,50.4,21.4,19.3,41.8,48.6
28135,MS,Tallahatchie,11837,50.7,20.7,18.9,40.7,44.9
28137,MS,Tate,28261,41.8,16.4,14.2,32.8,36.1
28139,MS,Tippah,21287,43.5,18.7,15.3,35.9,43.3
28141,MS,Tishomingo,18507,44.5,19.0,15.0,35.2,39.5
28143,MS,Tunica,9234,52.8,23.5,21.4,45.1,51.0
28145,MS,Union,28284,43.0,18.5,14.1,33.5,41.6
28147,MS,Walthall,13863,49.6,19.3,17.8,37.7,43.1
28149,MS,Warren,42298,46.4,16.1,16.2,32.9,43.8
28151,MS,Washington,41946,53.9,20.7,21.0,40.8,44.2
28153,MS,Wayne,19703,47.7,20.2,17.8,38.0,44.2
28155,MS,Webster,9988,43.2,16.9,13.7,32.2,36.5
28157,MS,Wilkinson,8058,52.9,20.6,20.6,41.8,47.4
28159,MS,Winston,17416,50.8,19.8,19.5,37.9,41.7
28161,MS,Yalobusha,12386,50.7,20.7,19.0,39.8,40.1
28163,MS,Yazoo,25796,49.5,23.5,18.5,42.6,50.5
29001,MO,Adair,25122,30.3,14.3,10.0,28.1,34.7
29003,MO,Andrew,18127,38.3,15.4,11.6,27.3,36.0
29005,MO,Atchison,5107,43.5,18.0,14.9,34.0,41.6
29007,MO,Audrain,24394,39.6,20.2,14.1,34.8,40.0
29009,MO,Barry,35265,40.9,20.2,15.0,36.6,37.8
29011,MO,Barton,11731,41.8,21.6,15.2,35.8,40.7
29013,MO,Bates,16242,40.2,20.5,13.8,34.0,41.2
29015,MO,Benton,20552,45.5,19.3,16.7,34.7,38.9
29017,MO,Bollinger,10544,41.7,20.6,14.1,34.7,39.3
29019,MO,Boone,189463,30.1,12.2,9.5,23.8,29.8
29021,MO,Buchanan,82956,37.9,18.6,13.0,32.7,42.9
29023,MO,Butler,41948,42.5,22.1,15.3,37.7,41.1
29025,MO,Caldwell,8955,39.1,18.5,13.0,32.6,38.9
29027,MO,Callaway,44731,37.0,16.7,11.9,29.0,36.9
29029,MO,Camden,44044,42.3,16.4,14.7,31.7,35.6
29031,MO,Cape Girardeau,82984,35.4,14.9,11.2,28.4,34.7
29033,MO,Carroll,8391,39.9,18.3,13.9,33.7,38.6
29035,MO,Carter,5303,43.3,22.6,15.7,37.0,40.0
29037,MO,Cass,111732,35.3,14.9,11.5,26.3,38.0
29039,MO,Cedar,14672,42.6,20.3,15.6,35.3,39.8
29041,MO,Chariton,7399,41.0,17.8,14.0,32.1,38.3
29043,MO,Christian,94422,35.0,14.8,10.7,26.5,36.3
29045,MO,Clark,6641,42.0,21.0,14.9,35.4,41.7
29047,MO,Clay,259772,34.9,14.2,10.8,24.5,37.4
29049,MO,Clinton,21548,38.3,17.0,12.0,30.3,39.5
29051,MO,Cole,77278,36.9,13.9,11.0,27.4,36.6
29053,MO,Cooper,16947,37.5,16.6,12.2,30.7,37.5
29055,MO,Crawford,22719,39.2,20.3,14.1,33.7,41.9
29057,MO,Dade,7716,43.8,20.9,16.0,35.2,40.7
29059,MO,Dallas,17768,41.0,21.4,14.9,35.0,39.5
29061,MO,Daviess,8551,41.1,19.6,14.2,33.8,38.4
29063,MO,DeKalb,9899,39.2,17.4,12.5,30.3,38.9
29065,MO,Dent,14647,41.7,19.9,14.6,34.1,39.5
29067,MO,Douglas,12228,42.9,20.1,15.3,34.8,38.0
29069,MO,Dunklin,27032,44.1,22.8,16.0,42.4,46.2
29071,MO,Franklin,106404,37.4,16.4,12.2,29.4,39.6
29073,MO,Gasconade,14705,40.7,17.6,13.5,30.5,39.3
29075,MO,Gentry,6287,38.9,19.3,13.2,33.1,41.2
29077,MO,Greene,304611,33.1,15.4,11.0,26.1,36.7
29079,MO,Grundy,9815,41.0,19.4,14.3,34.9,39.0
29081,MO,Harrison,8220,41.3,19.7,14.7,34.8,39.3
29083,MO,Henry,22485,41.3,19.7,14.4,33.8,38.5
29085,MO,Hickory,8718,50.1,23.2,19.7,41.1,43.0
29087,MO,Holt,4248,41.3,17.6,14.1,33.3,36.6
29089,MO,Howard,10101,36.7,15.7,12.0,29.2,34.8
29091,MO,Howell,40735,40.7,21.6,14.9,34.4,36.8
29093,MO,Iron,9440,42.5,20.5,15.0,35.3,42.3
29095,MO,Jackson,718560,35.7,15.8,12.1,30.9,37.2
29097,MO,Jasper,125056,37.3,18.5,12.8,32.4,40.0
29099,MO,Jefferson,231230,35.5,16.5,11.2,27.7,40.3
29101,MO,Johnson,54962,30.1,15.2,9.6,26.0,35.3
29103,MO,Knox,3723,42.0,21.2,15.1,35.2,39.5
29105,MO,Laclede,36680,39.8,21.1,14.0,34.6,38.5
29107,MO,Lafayette,33196,37.0,16.5,11.8,28.9,37.0
29109,MO,Lawrence,38872,39.1,20.4,13.7,35.3,40.1
29111,MO,Lewis,9818,37.2,18.8,12.7,32.6,36.6
29113,MO,Lincoln,64699,34.3,17.6,11.1,28.8,39.9
29115,MO,Linn,11791,39.3,18.8,13.5,32.9,35.7
29117,MO,Livingston,14557,38.3,18.7,12.6,32.3,39.4
29119,MO,McDonald,23903,41.0,23.3,15.8,38.5,43.0
29121,MO,Macon,15161,39.1,16.9,12.9,31.5,34.4
29123,MO,Madison,12698,38.6,19.3,13.2,32.2,37.7
29125,MO,Maries,8430,40.1,18.8,13.6,33.1,38.2
29127,MO,Marion,28336,38.2,17.3,12.8,31.4,39.6
29129,MO,Mercer,3469,43.4,20.0,15.6,35.7,41.1
29131,MO,Miller,25590,38.8,18.6,13.2,31.5,37.5
29133,MO,Mississippi,11822,44.4,23.6,16.7,41.4,47.6
29135,MO,Moniteau,15256,36.3,18.0,11.9,30.7,39.2
29137,MO,Monroe,8698,42.2,19.3,15.0,33.9,37.8
29139,MO,Montgomery,11459,40.4,19.5,13.9,33.7,37.3
29141,MO,Morgan,21970,43.0,21.1,15.8,36.9,38.2
29143,MO,New Madrid,15424,43.6,21.4,16.1,39.0,43.2
29145,MO,Newton,60677,38.4,17.9,13.4,31.4,38.8
29147,MO,Nodaway,20695,33.0,14.7,10.6,27.8,36.1
29149,MO,Oregon,8720,43.8,22.8,16.5,37.0,41.1
29151,MO,Osage,13468,35.9,16.0,11.2,27.8,35.6
29153,MO,Ozark,8970,47.7,23.1,18.3,39.2,42.5
29155,MO,Pemiscot,14613,45.0,24.8,17.9,42.1,44.9
29157,MO,Perry,18950,38.4,17.5,12.5,31.0,36.0
29159,MO,Pettis,43530,36.3,17.9,12.6,32.1,36.1
29161,MO,Phelps,45284,35.4,16.4,11.7,29.1,34.6
29163,MO,Pike,17935,40.3,20.3,13.5,33.5,38.3
29165,MO,Platte,111940,33.9,12.1,10.0,22.8,37.0
29167,MO,Polk,32780,38.0,18.9,13.0,33.2,38.7
29169,MO,Pulaski,53812,28.5,15.0,8.6,26.6,35.8
29171,MO,Putnam,4638,40.8,17.1,13.6,31.5,35.0
29173,MO,Ralls,10489,41.8,18.9,14.1,32.6,40.1
29175,MO,Randolph,24109,37.8,19.4,12.7,31.9,37.7
29177,MO,Ray,23182,39.8,18.7,13.3,33.2,39.6
29179,MO,Reynolds,5950,43.2,21.8,15.9,36.7,41.2
29181,MO,Ripley,10806,41.8,23.0,15.6,37.4,41.3
29183,MO,St. Charles,416659,31.9,12.2,10.3,23.2,35.7
29185,MO,St. Clair,9752,45.0,20.9,16.2,36.9,37.6
29186,MO,Ste. Genevieve,18642,39.4,17.1,12.5,30.2,37.2
29187,MO,St. Francois,67058,39.2,20.7,12.9,34.4,40.3
29189,MO,St. Louis,987059,36.9,13.2,11.5,25.4,31.3
29195,MO,Saline,23049,35.3,16.2,12.4,31.8,37.7
29197,MO,Schuyler,4053,38.2,17.3,12.2,31.2,38.8
29199,MO,Scotland,4676,38.3,19.1,12.8,33.3,37.1
29201,MO,Scott,37889,39.8,19.2,13.4,36.3,38.1
29203,MO,Shannon,7238,42.5,20.7,15.2,34.6,37.0
29205,MO,Shelby,5931,42.6,20.5,14.9,34.9,40.3
29207,MO,Stoddard,28397,40.2,21.6,14.2,35.2,37.6
29209,MO,Stone,32658,45.5,17.3,15.6,32.9,41.1
29211,MO,Sullivan,5797,41.1,18.7,15.1,35.4,40.1
29213,MO,Taney,56775,39.4,16.8,13.3,31.0,35.7
29215,MO,Texas,25619,43.8,21.7,15.8,36.5,42.1
29217,MO,Vernon,19710,40.5,20.5,14.3,34.4,37.8
29219,MO,Warren,37806,37.8,17.1,12.3,31.1,39.0
29221,MO,Washington,23534,41.0,22.9,14.8,35.3,41.9
29223,MO,Wayne,10811,45.4,23.9,17.4,39.1,41.5
29225,MO,Webster,41472,37.1,19.4,12.2,31.1,41.7
29227,MO,Worth,1907,43.8,19.2,15.5,35.1,40.2
29229,MO,Wright,19403,41.3,23.0,15.5,38.2,42.2
29510,MO,St. Louis,281754,37.5,16.5,13.3,27.0,37.0
30001,MT,Beaverhead,9885,34.0,13.1,10.5,21.0,28.3
30003,MT,Big Horn,12751,35.6,24.7,15.1,28.3,35.5
30005,MT,Blaine,6899,36.9,20.8,14.3,27.6,41.1
30007,MT,Broadwater,8032,35.3,13.9,10.4,21.6,30.7
30009,MT,Carbon,11419,40.1,13.4,11.8,22.2,33.0
30011,MT,Carter,1418,39.9,15.0,12.3,24.9,32.9
30013,MT,Cascade,84900,33.9,14.4,10.4,23.5,35.3
30015,MT,Chouteau,5847,37.5,16.6,12.2,24.3,35.6
30017,MT,Custer,11985,33.7,14.5,10.5,23.6,32.6
30019,MT,Daniels,1633,36.5,13.3,11.2,22.6,33.5
30021,MT,Dawson,8810,33.2,13.5,10.1,22.5,32.8
30023,MT,Deer Lodge,9673,38.1,17.0,12.9,25.2,32.4
30025,MT,Fallon,2994,32.7,14.3,10.2,23.3,31.4
30027,MT,Fergus,11772,37.3,14.6,11.4,23.8,31.2
30029,MT,Flathead,113679,31.1,12.8,9.3,19.3,31.2
30031,MT,Gallatin,126409,23.7,9.7,6.7,13.9,23.0
30033,MT,Garfield,1211,36.6,14.8,11.5,24.6,30.6
30035,MT,Glacier,13609,36.2,26.5,15.5,32.2,39.7
30037,MT,Golden Valley,835,43.3,16.1,14.7,28.0,32.5
30039,MT,Granite,3595,39.4,14.3,12.3,24.2,30.4
30041,MT,Hill,16276,36.3,18.2,12.1,25.3,38.5
30043,MT,Jefferson,13048,33.4,12.7,10.3,21.3,32.8
30045,MT,Judith Basin,2093,39.9,14.9,12.9,25.0,31.5
30047,MT,Lake,33338,36.4,15.5,12.2,23.7,33.0
30049,MT,Lewis and Clark,75011,30.6,12.0,9.3,18.3,31.0
30051,MT,Liberty,1974,39.4,17.7,13.1,27.9,34.0
30053,MT,Lincoln,21895,42.6,16.7,14.0,27.0,37.8
30055,MT,McCone,1676,38.1,12.7,11.1,22.6,32.4
30057,MT,Madison,9521,35.8,12.2,10.6,19.4,28.7
30059,MT,Meagher,2071,39.0,13.3,12.5,23.7,32.3
30061,MT,Mineral,5090,39.3,15.0,12.8,25.0,36.0
30063,MT,Missoula,121849,26.3,11.5,8.3,16.5,26.2
30065,MT,Musselshell,5308,38.8,15.4,12.7,26.7,35.6
30067,MT,Park,17903,34.0,13.5,10.5,22.2,30.4
30069,MT,Petroleum,554,39.6,13.9,12.4,23.8,32.9
30071,MT,Phillips,4249,35.8,15.1,12.0,24.8,38.8
30073,MT,Pondera,6125,37.6,19.1,13.6,29.1,37.2
30075,MT,Powder River,1743,37.1,13.3,11.9,22.2,30.4
30077,MT,Powell,7133,35.0,16.9,11.3,25.1,35.8
30079,MT,Prairie,1112,44.8,17.5,16.2,30.9,33.5
30081,MT,Ravalli,47738,34.3,12.7,10.4,20.4,31.9
30083,MT,Richland,11173,31.3,13.8,9.2,23.3,37.9
30085,MT,Roosevelt,10319,36.0,23.4,14.1,29.4,41.0
30087,MT,Rosebud,8160,39.4,20.2,13.6,27.4,39.5
30089,MT,Sanders,13684,40.4,16.6,13.7,26.2,34.9
30091,MT,Sheridan,3498,37.5,14.7,11.5,23.7,35.5
30093,MT,Silver Bow,36360,32.5,14.1,10.2,22.0,32.3
30095,MT,Stillwater,9173,35.1,12.9,10.8,21.0,30.2
30097,MT,Sweet Grass,3763,36.1,13.0,10.9,22.0,29.4
30099,MT,Teton,6430,35.0,14.1,11.0,24.0,30.9
30101,MT,Toole,5133,34.1,19.3,11.5,26.7,35.6
30103,MT,Treasure,772,40.0,13.1,12.5,23.6,33.2
30105,MT,Valley,7474,39.3,14.1,11.6,24.6,32.7
30107,MT,Wheatland,2057,38.9,17.0,13.0,26.8,32.0
30109,MT,Wibaux,910,37.2,14.4,11.6,24.1,32.5
30111,MT,Yellowstone,170843,31.7,13.9,9.5,20.8,34.0
31001,NE,Adams,30899,35.6,13.6,11.8,26.9,41.2
31003,NE,Antelope,6302,38.7,14.4,12.9,28.5,42.4
31005,NE,Arthur,412,37.3,13.6,12.1,26.6,41.7
31007,NE,Banner,674,39.2,12.8,13.1,27.2,38.5
31009,NE,Blaine,436,39.7,15.1,13.3,29.2,39.3
31011,NE,Boone,5310,37.4,14.8,12.7,29.4,33.1
31013,NE,Box Butte,10692,36.6,14.8,13.0,30.4,38.8
31015,NE,Boyd,1725,43.0,14.7,14.8,30.5,37.9
31017,NE,Brown,2853,39.3,14.7,13.2,29.2,40.2
31019,NE,Buffalo,50697,32.0,12.2,9.6,23.7,37.3
31021,NE,Burt,6727,39.9,15.2,13.1,29.1,40.3
31023,NE,Butler,8459,34.8,14.1,11.3,27.3,38.6
31025,NE,Cass,27446,34.5,13.0,10.8,25.2,40.2
31027,NE,Cedar,8262,35.5,12.5,11.3,25.4,40.2
31029,NE,Chase,3724,36.8,14.0,12.7,30.0,36.9
31031,NE,Cherry,5492,37.5,15.4,13.1,28.4,40.8
31033,NE,Cheyenne,9541,37.5,15.1,12.9,29.9,34.7
31035,NE,Clay,6116,35.5,14.9,11.8,27.6,40.1
31037,NE,Colfax,10566,32.1,14.4,13.2,32.3,38.8
31039,NE,Cuming,8918,37.5,13.5,12.1,28.4,40.4
31041,NE,Custer,10581,37.9,14.1,12.2,28.3,40.0
31043,NE,Dakota,21268,31.7,14.7,12.8,32.9,44.3
31045,NE,Dawes,8133,32.2,12.3,10.6,25.7,35.5
31047,NE,Dawson,24085,35.0,15.0,13.5,32.8,41.1
31049,NE,Deuel,1871,41.6,14.6,14.2,29.4,39.8
31051,NE,Dixon,5491,36.8,15.3,13.2,31.3,43.3
31053,NE,Dodge,37187,34.1,15.0,11.9,28.4,39.7
31055,NE,Douglas,589540,30.6,13.4,9.8,22.1,36.9
31057,NE,Dundy,1561,41.2,14.3,14.2,29.6,37.0
31059,NE,Fillmore,5548,36.9,14.0,12.3,28.6,42.1
31061,NE,Franklin,2825,41.9,15.9,14.2,30.7,39.2
31063,NE,Frontier,2585,36.5,13.0,11.9,26.7,37.4
31065,NE,Furnas,4556,39.6,14.9,13.5,29.1,44.4
31067,NE,Gage,21634,39.6,15.8,12.6,28.7,41.8
31069,NE,Garden,1794,44.0,15.9,15.5,32.6,40.2
31071,NE,Garfield,1763,38.0,12.4,12.3,26.7,38.8
31073,NE,Gosper,1847,37.6,13.2,12.4,26.5,38.4
31075,NE,Grant,565,37.6,13.3,12.1,25.9,36.5
31077,NE,Greeley,2219,37.8,14.3,12.6,28.5,34.7
31079,NE,Hall,62197,32.8,14.6,12.0,31.2,41.2
31081,NE,Hamilton,9537,34.3,12.5,10.5,24.7,40.7
31083,NE,Harlan,3045,39.4,14.0,13.0,29.3,35.4
31085,NE,Hayes,846,40.8,14.4,14.1,31.2,41.0
31087,NE,Hitchcock,2552,40.4,14.8,13.4,29.8,41.6
31089,NE,Holt,10093,36.6,14.3,12.9,29.4,38.4
31091,NE,Hooker,679,39.8,14.6,13.3,29.0,39.7
31093,NE,Howard,6527,37.6,13.7,11.5,27.6,38.6
31095,NE,Jefferson,7054,37.6,14.6,13.4,29.4,37.4
31097,NE,Johnson,5198,34.3,15.6,11.6,30.3,38.1
31099,NE,Kearney,6770,33.3,12.4,10.8,24.8,38.3
31101,NE,Keith,8113,38.4,14.0,13.2,31.1,35.4
31103,NE,Keya Paha,805,41.7,13.9,14.2,30.1,36.6
31105,NE,Kimball,3289,40.9,17.0,15.2,34.1,42.1
31107,NE,Knox,8298,38.8,16.0,14.1,29.9,39.8
31109,NE,Lancaster,326716,30.0,11.7,9.6,20.2,34.4
31111,NE,Lincoln,33365,37.5,15.1,12.9,29.4,40.1
31113,NE,Logan,655,38.8,12.5,12.0,26.4,35.9
31115,NE,Loup,592,40.1,12.7,13.5,27.2,36.4
31117,NE,McPherson,383,40.3,13.2,13.3,28.6,38.5
31119,NE,Madison,35627,35.1,14.4,11.8,27.7,40.0
31121,NE,Merrick,7755,36.1,15.0,11.7,28.8,39.3
31123,NE,Morrill,4504,37.2,15.9,13.3,32.1,41.6
31125,NE,Nance,3274,37.4,16.5,12.7,28.6,41.0
31127,NE,Nemaha,7076,33.7,14.8,11.7,29.6,40.7
31129,NE,Nuckolls,4095,40.0,13.5,12.7,27.8,41.8
31131,NE,Otoe,16335,36.7,13.4,11.9,27.3,40.7
31133,NE,Pawnee,2512,42.2,15.7,14.4,33.2,37.5
31135,NE,Perkins,2795,36.7,13.8,11.9,26.7,40.6
31137,NE,Phelps,9057,35.3,14.5,11.5,27.2,38.6
31139,NE,Pierce,7299,34.4,13.7,10.9,26.9,38.9
31141,NE,Platte,34609,34.9,13.5,11.9,27.2,41.8
31143,NE,Polk,5228,37.0,13.6,12.0,28.3,40.4
31145,NE,Red Willow,10457,38.6,14.3,12.1,29.6,42.1
31147,NE,Richardson,7689,41.1,15.7,14.0,31.5,45.3
31149,NE,Rock,1271,38.3,13.4,12.5,27.6,38.8
31151,NE,Saline,14555,32.0,14.1,11.8,29.2,40.4
31153,NE,Sarpy,199886,30.1,11.1,9.4,21.3,35.9
31155,NE,Saunders,23463,34.8,12.8,10.5,23.5,39.3
31157,NE,Scotts Bluff,35699,37.7,14.0,13.0,29.4,39.1
31159,NE,Seward,17671,32.0,12.6,9.5,23.7,34.5
31161,NE,Sheridan,4928,40.7,15.0,13.9,32.1,36.0
31163,NE,Sherman,2983,39.9,15.1,13.7,29.8,41.4
31165,NE,Sioux,1154,43.9,16.8,16.0,32.5,42.6
31167,NE,Stanton,5856,34.3,13.6,11.5,27.5,39.8
31169,NE,Thayer,4829,38.4,15.0,13.2,29.2,40.0
31171,NE,Thomas,677,36.0,11.9,11.3,25.8,36.6
31173,NE,Thurston,6557,35.8,21.0,13.4,30.0,45.4
31175,NE,Valley,4012,38.5,14.0,12.9,28.6,41.8
31177,NE,Washington,21152,34.2,12.2,10.7,23.1,41.2
31179,NE,Wayne,9874,29.0,12.0,9.7,25.2,37.3
31181,NE,Webster,3351,37.4,14.6,12.9,27.0,39.1
31183,NE,Wheeler,775,40.6,12.8,13.2,26.7,38.4
31185,NE,York,14356,34.0,14.1,11.2,26.8,40.9
