locationid,stateabbr,locationname,totalpopulation,High blood pressure,Current smoking,Diabetes,Physical inactivity,Obesity
56013,WY,Fremont,39815,35.4,16.4,12.4,27.2,33.9
56015,WY,Goshen,12642,35.8,13.9,12.3,27.0,36.8
56017,WY,Hot Springs,4661,39.1,14.9,14.5,28.4,35.1
56019,WY,Johnson,8759,37.1,14.7,13.1,28.4,35.6
56021,WY,Laramie,100984,30.3,13.3,10.5,27.5,33.8
56023,WY,Lincoln,20880,34.5,14.1,11.4,24.5,35.4
56025,WY,Natrona,79941,30.2,14.9,11.1,26.3,36.6
56027,WY,Niobrara,2354,36.4,16.1,13.0,30.2,36.3
56029,WY,Park,30735,34.0,12.5,11.7,24.9,31.5
56031,WY,Platte,8546,38.7,15.0,13.5,29.3,35.8
56033,WY,Sheridan,32519,34.0,12.9,10.9,22.9,30.6
56035,WY,Sublette,8969,34.4,12.7,11.2,24.3,33.3
56037,WY,Sweetwater,41249,31.1,16.1,11.1,27.2,36.3
56039,WY,Teton,23232,27.0,9.2,8.4,18.3,24.0
56041,WY,Uinta,20745,31.6,14.8,11.0,25.9,34.4
56043,WY,Washakie,7710,36.1,15.4,13.7,30.2,33.3
56045,WY,Weston,6808,34.6,15.7,12.6,28.3,35.7
